employer_name,count,sum_of_total_workers,e_name,certified_number
"CHLYS CAPITAL, LLC.",5,5,"CHLYS CAPITAL, LLC.",5
LOGIC4G SOLUTIONS INC.,5,5,LOGIC4G SOLUTIONS INC.,5
GLOBAL INFOTECH CORPORATION,6,6,GLOBAL INFOTECH CORPORATION,5
"JIVE SOFTWARE, INC.",8,8,"JIVE SOFTWARE, INC.",5
GLOBAL INNOVATION MERCHANTS INC,5,5,GLOBAL INNOVATION MERCHANTS INC,5
SALLIE MAE BANK,5,5,SALLIE MAE BANK,5
"GLOBAL IT EXPERTS, INC.",5,5,"GLOBAL IT EXPERTS, INC.",5
"SEOYON E-HWA INTERIOR SYSTEMS GEORGIA, INC.",5,5,"SEOYON E-HWA INTERIOR SYSTEMS GEORGIA, INC.",5
"GLOBAL MAIL, INC. D/B/A DHL ECOMMERCE",5,5,"GLOBAL MAIL, INC. D/B/A DHL ECOMMERCE",5
USZCN LLC,5,5,USZCN LLC,5
"HEARTFLOW, INC.",5,5,"HEARTFLOW, INC.",5
"INTEGRATED THERAPY SPECIALISTS, LLC",5,5,"INTEGRATED THERAPY SPECIALISTS, LLC",5
"ABENGOA BIOENERGY OUTSOURCING, LLC",5,5,"ABENGOA BIOENERGY OUTSOURCING, LLC",5
MARTIN FLYER JEWELRY LLC,5,5,MARTIN FLYER JEWELRY LLC,5
"CHRISTOPHER HUANG CPAS, INC.",5,12,"CHRISTOPHER HUANG CPAS, INC.",5
"INCEPT SOLUTIONS, INC",5,5,"INCEPT SOLUTIONS, INC",5
ALPHA STATS. INC.,5,5,ALPHA STATS. INC.,5
VASSAR COLLEGE,5,5,VASSAR COLLEGE,5
"FEDERATION OF BALKAN AMERICAN ASSOCIATIONS, INC.",5,5,"FEDERATION OF BALKAN AMERICAN ASSOCIATIONS, INC.",5
"MARKETLIFE SERVICES, INC.",6,6,"MARKETLIFE SERVICES, INC.",5
"CIBT, INC.",5,5,"CIBT, INC.",5
"RN EXPRESS STAFFING REGISTRY, LLC",6,6,"RN EXPRESS STAFFING REGISTRY, LLC",5
"AUTOMATED PRECISION, INC.",5,5,"AUTOMATED PRECISION, INC.",5
"NODAL EXCHANGE, LLC",5,5,"NODAL EXCHANGE, LLC",5
"CIGNEX DATAMATICS, INC.",5,5,"CIGNEX DATAMATICS, INC.",5
INFOPRO LEARNING INC.,5,17,INFOPRO LEARNING INC.,5
"CIGNIFI, INC.",5,6,"CIGNIFI, INC.",5
RIVERSIDE MERCHANT INC,5,5,RIVERSIDE MERCHANT INC,5
"CIM GROUP, LP",5,5,"CIM GROUP, LP",5
IOWA FERTILIZER COMPANY,7,7,IOWA FERTILIZER COMPANY,5
"CINARRA SYSTEMS, INC.",5,5,"CINARRA SYSTEMS, INC.",5
"NMS CAPITAL ASSET MANAGEMENT, INC.",6,6,"NMS CAPITAL ASSET MANAGEMENT, INC.",5
"ALPINE ELECTRONICS RESEARCH OF AMERICA, INC.",6,10,"ALPINE ELECTRONICS RESEARCH OF AMERICA, INC.",5
RHEA TECHNOLOGIES INC.,5,5,RHEA TECHNOLOGIES INC.,5
CINCINNATI VA MEDICAL CENTER,8,8,CINCINNATI VA MEDICAL CENTER,5
"RESOURCE INFORMATICS GROUP, INC.",5,5,"RESOURCE INFORMATICS GROUP, INC.",5
"AUTOMOTIVE RENTALS, INC.",6,6,"AUTOMOTIVE RENTALS, INC.",5
WALLACE ROBERTS & TODD LLC,6,6,WALLACE ROBERTS & TODD LLC,5
"CAROLINAS MEDICAL ALLIANCE, INC.",5,5,"CAROLINAS MEDICAL ALLIANCE, INC.",5
RESMED CORP.,5,5,RESMED CORP.,5
CIPHERCLOUD INC,6,6,CIPHERCLOUD INC,5
"MAH & ASSOCIATES, LLP",5,5,"MAH & ASSOCIATES, LLP",5
"CIPHERCLOUD, INC.",5,5,"CIPHERCLOUD, INC.",5
"PROMEDIA TELECOM, INC",5,5,"PROMEDIA TELECOM, INC",5
"ALSBRIDGE, INC.",5,5,"ALSBRIDGE, INC.",5
"SERCLE, INC.",5,5,"SERCLE, INC.",5
ALSDA GROUP LLC,5,5,ALSDA GROUP LLC,5
RENAISSANCE MEDICAL FOUNDATION,5,5,RENAISSANCE MEDICAL FOUNDATION,5
"AUTOTRADER.COM, INC.",5,5,"AUTOTRADER.COM, INC.",5
WB GAMES INC.,5,5,WB GAMES INC.,5
CIT BANK NATIONAL ASSOCIATION,5,5,CIT BANK NATIONAL ASSOCIATION,5
"SUN WEST MORTGAGE COMPANY, INC.",5,5,"SUN WEST MORTGAGE COMPANY, INC.",5
"ALSTOM POWER, INC.",5,5,"ALSTOM POWER, INC.",5
"SAS INSTITUTE, INC.",5,5,"SAS INSTITUTE, INC.",5
"ALTA DEVICES, INC.",10,10,"ALTA DEVICES, INC.",5
"WILLIS RE, INC.",6,6,"WILLIS RE, INC.",5
"AVANSYS, INC.",6,6,"AVANSYS, INC.",5
"REGAL INTERNATIONAL, INC.",11,11,"REGAL INTERNATIONAL, INC.",5
ALTAMED HEALTH SERVICES CORPORATION,5,5,ALTAMED HEALTH SERVICES CORPORATION,5
"WISETEK PROVIDERS, INC",5,5,"WISETEK PROVIDERS, INC",5
"ALTEN TECHNOLOGY USA, INC.",6,6,"ALTEN TECHNOLOGY USA, INC.",5
"IHEALTH SOLUTIONS, LLC",6,11,"IHEALTH SOLUTIONS, LLC",5
CJ KOREA EXPRESS U.S.A. CORPORATION,5,5,CJ KOREA EXPRESS U.S.A. CORPORATION,5
RECEPTEC CORPORATION,5,5,RECEPTEC CORPORATION,5
"CLAIMS SERVICES GROUP, LLC",5,5,"CLAIMS SERVICES GROUP, LLC",5
ISTREAM INFO TECH INC.,5,5,ISTREAM INFO TECH INC.,5
CLAIRE WEISZ ARCHITECTS,5,5,CLAIRE WEISZ ARCHITECTS,5
"LINEDATA SERVICES, INC.",5,5,"LINEDATA SERVICES, INC.",5
ALTICOR INC.,5,5,ALTICOR INC.,5
"RBUS, INC.",6,11,"RBUS, INC.",5
CLARK ATLANTA UNIVERSITY,5,5,CLARK ATLANTA UNIVERSITY,5
RAPID EAGLE INC.,5,5,RAPID EAGLE INC.,5
"CLARK CONSTRUCTION GROUP-CA, LP",5,5,"CLARK CONSTRUCTION GROUP-CA, LP",5
"LG ELECTRONICS ALABAMA, INC.",5,5,"LG ELECTRONICS ALABAMA, INC.",5
CLARK UNIVERSITY,6,6,CLARK UNIVERSITY,5
P&S CONSTRUCTION INC.,5,5,P&S CONSTRUCTION INC.,5
AVI TECHNOLOGIES INC,5,5,AVI TECHNOLOGIES INC,5
"P.IO MM, LLC",5,5,"P.IO MM, LLC",5
"AVID TECHNOLOGY, INC.",8,8,"AVID TECHNOLOGY, INC.",5
"QUEST GLOBAL SERVICES NA, INC.",5,5,"QUEST GLOBAL SERVICES NA, INC.",5
"AVITHY ENTERPRISES, INC.",6,8,"AVITHY ENTERPRISES, INC.",5
"IBPORT, INC.",5,5,"IBPORT, INC.",5
GROUPM WORLDWIDE LLC - MEC,5,5,GROUPM WORLDWIDE LLC - MEC,5
"LGC GLOBAL, INC.",5,5,"LGC GLOBAL, INC.",5
"HEDVIG, INC.",5,5,"HEDVIG, INC.",5
LOYOLA UNIVERSITY MARYLAND,5,5,LOYOLA UNIVERSITY MARYLAND,5
"CLEO COMMUNICATIONS US, LLC",5,5,"CLEO COMMUNICATIONS US, LLC",5
"PROFICIENT BUSINESS SYSTEMS, INC",6,6,"PROFICIENT BUSINESS SYSTEMS, INC",5
AVO MULTI-AMP CORPORATION,5,5,AVO MULTI-AMP CORPORATION,5
"SUNWISE SOLUTIONS, INC",5,5,"SUNWISE SOLUTIONS, INC",5
AVO USA HOLDING 2 CORPORATION,5,5,AVO USA HOLDING 2 CORPORATION,5
PROVIDENCE HOSPITAL,5,5,PROVIDENCE HOSPITAL,5
CLEVELAND CLINIC FLORIDA,7,7,CLEVELAND CLINIC FLORIDA,5
NINFO SYSTEMS INC.,5,5,NINFO SYSTEMS INC.,5
AVOCENT HUNTSVILLE CORP.,10,10,AVOCENT HUNTSVILLE CORP.,5
PRIORITY MERCHANTS INC,5,5,PRIORITY MERCHANTS INC,5
CLIFTONLARSONALLEN LLP,6,6,CLIFTONLARSONALLEN LLP,5
PROPEL CORPORATION,5,5,PROPEL CORPORATION,5
"AVVO, INC.",6,6,"AVVO, INC.",5
"JACADA, INC.",5,5,"JACADA, INC.",5
ADVANCE MAGAZINE PUBLISHERS INC. DBA CONDÉ NAST,6,6,ADVANCE MAGAZINE PUBLISHERS INC. DBA CONDÉ NAST,5
PRIVCO MEDIA LLC,5,5,PRIVCO MEDIA LLC,5
CLINRON LLC,11,21,CLINRON LLC,5
PRIMETIME TECHNOLOGIES INC.,5,5,PRIMETIME TECHNOLOGIES INC.,5
"CLINTON HEALTH ACCESS INITIATIVE, INC.",5,5,"CLINTON HEALTH ACCESS INITIATIVE, INC.",5
PRIME HEALTHCARE SERVICES - ST. MARYS PASSAIC LLC,5,5,PRIME HEALTHCARE SERVICES - ST. MARYS PASSAIC LLC,5
"CLOSURE SYSTEMS INTERNATIONAL, INC.",5,5,"CLOSURE SYSTEMS INTERNATIONAL, INC.",5
KABBAGE INC.,5,5,KABBAGE INC.,5
CLOUD FUSION TECHNOLOGIES CORP,5,5,CLOUD FUSION TECHNOLOGIES CORP,5
PASADERA INTERNATIONAL LLC,5,5,PASADERA INTERNATIONAL LLC,5
"AXCESS FINANCIAL SERVICES, INC.",14,14,"AXCESS FINANCIAL SERVICES, INC.",5
"IDIIL LEARNING FOUNDATION, INC.",5,5,"IDIIL LEARNING FOUNDATION, INC.",5
"CLOUDADIC, INC.",7,7,"CLOUDADIC, INC.",5
"PAVILION DATA SYSTEMS, INC.",5,5,"PAVILION DATA SYSTEMS, INC.",5
CLUNE CONSTRUCTION COMPANY LP,5,5,CLUNE CONSTRUCTION COMPANY LP,5
"LIIAMRA BUSINESS STRATEGIES, INC",5,5,"LIIAMRA BUSINESS STRATEGIES, INC",5
AM/NS CALVERT LLC,5,5,AM/NS CALVERT LLC,5
"PDR EQUITY, LLC",5,5,"PDR EQUITY, LLC",5
"91BNB TRAVEL, INC.",6,6,"91BNB TRAVEL, INC.",5
"HILLSBOROUGH COUNTY DENTAL RESEARCH CLINIC, INC.",5,5,"HILLSBOROUGH COUNTY DENTAL RESEARCH CLINIC, INC.",5
AYAN TECH SOLUTIONS INC,5,10,AYAN TECH SOLUTIONS INC,5
PJT PARTNERS HOLDINGS LP,5,5,PJT PARTNERS HOLDINGS LP,5
"AYASDI, INC.",7,11,"AYASDI, INC.",5
"SUTHERLAND HEALTHCARE SOLUTIONS, INC.",5,5,"SUTHERLAND HEALTHCARE SOLUTIONS, INC.",5
"99PEOPLE, INC.",5,5,"99PEOPLE, INC.",5
NIAGARA FALLS MEMORIAL MEDICAL CENTER,8,8,NIAGARA FALLS MEMORIAL MEDICAL CENTER,5
COASTAL CAROLINA UNIVERSITY,6,6,COASTAL CAROLINA UNIVERSITY,5
"ROLTA INTERNATIONAL, INC.",7,7,"ROLTA INTERNATIONAL, INC.",5
"COASTAL MANAGEMENT RESOURCES, LLC",5,5,"COASTAL MANAGEMENT RESOURCES, LLC",5
"PENTA DENTAL, LLC",5,5,"PENTA DENTAL, LLC",5
COATUE MANAGEMENT LLC,5,5,COATUE MANAGEMENT LLC,5
"ITRENDZ, INC.",5,5,"ITRENDZ, INC.",5
COBB COUNTY SCHOOL DISTRICT,5,5,COBB COUNTY SCHOOL DISTRICT,5
"PERCEPTIVE INFORMATICS, INC.",10,10,"PERCEPTIVE INFORMATICS, INC.",5
"COCA-COLA REFRESHMENTS USA, INC.",5,5,"COCA-COLA REFRESHMENTS USA, INC.",5
"PERFICT GLOBAL, INC.",6,6,"PERFICT GLOBAL, INC.",5
"AMAZON CAPITAL SERVICES, INC.",5,9,"AMAZON CAPITAL SERVICES, INC.",5
PERSISTENT TELECOM SOLUTIONS INC,22,22,PERSISTENT TELECOM SOLUTIONS INC,5
COED GROUP LLC,5,5,COED GROUP LLC,5
PDT PARTNERS LLC,5,5,PDT PARTNERS LLC,5
B&A LABORATORIES,5,5,B&A LABORATORIES,5
"ONYX INFOSOFT, INC",5,8,"ONYX INFOSOFT, INC",5
"COGENT MEDICAL CARE, P.C.",5,5,"COGENT MEDICAL CARE, P.C.",5
"IBM GLOBAL SYSTEMS, INC.",5,5,"IBM GLOBAL SYSTEMS, INC.",5
"GO SYSTEMS, LLC.",5,5,"GO SYSTEMS, LLC.",5
IT INTELLECTUALS CORPORATION,5,5,IT INTELLECTUALS CORPORATION,5
3CUBE SOLUTIONS INC,5,5,3CUBE SOLUTIONS INC,5
RESOURCE LOGISTICS INC,5,5,RESOURCE LOGISTICS INC,5
B2B TECHNOLOGY INC,5,10,B2B TECHNOLOGY INC,5
"KABA WORKFORCE SOLUTIONS, LLC",5,5,"KABA WORKFORCE SOLUTIONS, LLC",5
HELIOCAMPUS LLC,5,5,HELIOCAMPUS LLC,5
ROCKFORD HEALTH PHYSICIANS,6,6,ROCKFORD HEALTH PHYSICIANS,5
"COLEMAN RESEARCH GROUP, INC.",5,5,"COLEMAN RESEARCH GROUP, INC.",5
HILL HOLLIDAY LLC,6,6,HILL HOLLIDAY LLC,5
"COLLECTIONS MARKETING CENTER, INC.",5,5,"COLLECTIONS MARKETING CENTER, INC.",5
IT OBJECTS LLC,5,5,IT OBJECTS LLC,5
HARMONY SCIENCE ACADEMY-WACO,10,10,HARMONY SCIENCE ACADEMY-WACO,5
"PACE AMERICAS, LLC",6,6,"PACE AMERICAS, LLC",5
"GLOBAL SHOP SOLUTIONS, INC.",5,8,"GLOBAL SHOP SOLUTIONS, INC.",5
"IT CENTRAL, INC.",5,5,"IT CENTRAL, INC.",5
BAE SYSTEMS INFORMATION SOLUTIONS,9,10,BAE SYSTEMS INFORMATION SOLUTIONS,5
ICON PAYMENTS LLC,5,5,ICON PAYMENTS LLC,5
COLORADO STATE UNIVERSITY PUEBLO,5,5,COLORADO STATE UNIVERSITY PUEBLO,5
PHYSIOTHERAPY CORPORATION,5,5,PHYSIOTHERAPY CORPORATION,5
9LOGIC TECHNOLOGIES INC.,7,7,9LOGIC TECHNOLOGIES INC.,5
PATHEON PHARMACEUTICALS INC.,6,6,PATHEON PHARMACEUTICALS INC.,5
GREELEY AND HANSEN LLC,9,13,GREELEY AND HANSEN LLC,5
"THERAPEUTIC RESOURCES PHYSICAL, OCCUP, & SPEECH THERAPY SERVICES, LLP.",7,7,"THERAPEUTIC RESOURCES PHYSICAL, OCCUP, & SPEECH THERAPY SERVICES, LLP.",5
"COLUMN TECHNOLOGIES, INC.",5,5,"COLUMN TECHNOLOGIES, INC.",5
"ORZOTA, INC.",5,5,"ORZOTA, INC.",5
COMAC AMERICA CORPORATION,6,6,COMAC AMERICA CORPORATION,5
THYSSENKRUPP ELEVATOR,5,5,THYSSENKRUPP ELEVATOR,5
COMAU LLC,6,6,COMAU LLC,5
"OPTIMAL COMPUTER AIDED ENGINEERING, INC.",5,5,"OPTIMAL COMPUTER AIDED ENGINEERING, INC.",5
BAKER BOTTS LLP,5,5,BAKER BOTTS LLP,5
"ITERIS, INC.",5,5,"ITERIS, INC.",5
"COMMONWEALTH EDISON COMPANY , AN EXELON COMPANY",5,5,"COMMONWEALTH EDISON COMPANY , AN EXELON COMPANY",5
"OPERATOR, INC.",5,5,"OPERATOR, INC.",5
COMMSOURCE LLC,5,5,COMMSOURCE LLC,5
"LLOYD'S REGISTER NORTH AMERICA, INC.",5,5,"LLOYD'S REGISTER NORTH AMERICA, INC.",5
"COMMUNITY HEALTH CENTER, INC.",5,5,"COMMUNITY HEALTH CENTER, INC.",5
PLASMA-THERM LLC,5,5,PLASMA-THERM LLC,5
COMMUNITY HEALTH CENTERS,5,5,COMMUNITY HEALTH CENTERS,5
"IDC RESEARCH, INC. (F/K/A INTERNATIONAL DATA CORPORATION OR IDC)",5,5,"IDC RESEARCH, INC. (F/K/A INTERNATIONAL DATA CORPORATION OR IDC)",5
"3D SYSTEMS, INC.",5,5,"3D SYSTEMS, INC.",5
"PHOENIX MEDICAL GROUP, PC",5,5,"PHOENIX MEDICAL GROUP, PC",5
BANCO ITAU INTERNATIONAL,6,6,BANCO ITAU INTERNATIONAL,5
"LONDON COMPUTER SYSTEMS, INC.",5,5,"LONDON COMPUTER SYSTEMS, INC.",5
COMPLETE ONLINE INC,5,21,COMPLETE ONLINE INC,5
RIGHTSIDE OPERATING CO,6,6,RIGHTSIDE OPERATING CO,5
"BANG BANG DA, INC.",5,5,"BANG BANG DA, INC.",5
SYNCREON.US INC.,6,6,SYNCREON.US INC.,5
BANK OF CHINA NEW YORK BRANCH,5,5,BANK OF CHINA NEW YORK BRANCH,5
"LONGTAIL AD SOLUTIONS, INC.",5,5,"LONGTAIL AD SOLUTIONS, INC.",5
"BANK OF COMMUNICATIONS CO., LTD. NEW YORK BRANCH",5,5,"BANK OF COMMUNICATIONS CO., LTD. NEW YORK BRANCH",5
"POPULOUS GROUP, LLC",5,5,"POPULOUS GROUP, LLC",5
"A & B ENVIRONMENTAL SERVICES, INC.",5,5,"A & B ENVIRONMENTAL SERVICES, INC.",5
"INTECSEA, INC.",12,12,"INTECSEA, INC.",5
AMERICAN CANCER SOCIETY INC,5,5,AMERICAN CANCER SOCIETY INC,5
MARATHON CAPITAL LLC,5,5,MARATHON CAPITAL LLC,5
COMPUTER POWER GROUP INC,11,11,COMPUTER POWER GROUP INC,5
MARICOPA ASSOCIATION OF GOVERNMENTS,5,5,MARICOPA ASSOCIATION OF GOVERNMENTS,5
"COMPUTER POWER GROUP, INC.",5,5,"COMPUTER POWER GROUP, INC.",5
M-I LLC AKA M-I SWACO,11,11,M-I LLC AKA M-I SWACO,5
"COMPUTER PROGRAMS AND SYSTEMS, INC.",6,6,"COMPUTER PROGRAMS AND SYSTEMS, INC.",5
J. CRAIG VENTER INSTITUTE,5,5,J. CRAIG VENTER INSTITUTE,5
"COMRISE TECHNOLOGY, INC.",5,5,"COMRISE TECHNOLOGY, INC.",5
"NEXT GENERATION TECHNOLOGY, INC.",6,6,"NEXT GENERATION TECHNOLOGY, INC.",5
BAPTIST MEMORIAL MEDICAL GROUP,5,5,BAPTIST MEMORIAL MEDICAL GROUP,5
MACY'S MERCHANDISING CORPORATION,6,6,MACY'S MERCHANDISING CORPORATION,5
COMTECH INTERNATIONAL DESIGN GROUP INC.,5,5,COMTECH INTERNATIONAL DESIGN GROUP INC.,5
"IDEAL OIL AND GAS CONNECTIONS, INC.",5,5,"IDEAL OIL AND GAS CONNECTIONS, INC.",5
COMTRIX SOLUTIONS INC.,6,6,COMTRIX SOLUTIONS INC.,5
"POWERTEAM, LLC",5,5,"POWERTEAM, LLC",5
"GLOBAL SOFT SYSTEMS, INC.",5,5,"GLOBAL SOFT SYSTEMS, INC.",5
"MCWANE, INC.",7,7,"MCWANE, INC.",5
"CONCORD PROFESSIONAL SERVICES, LLC",5,5,"CONCORD PROFESSIONAL SERVICES, LLC",5
"MEJENTA SYSTEMS, INC",5,5,"MEJENTA SYSTEMS, INC",5
"CONCORD, INC.",6,6,"CONCORD, INC.",5
MEN WOMEN NY MODEL MANAGEMENT INC.,5,5,MEN WOMEN NY MODEL MANAGEMENT INC.,5
"BARNESVILLE HOSPITAL ASSOCIATION, INC",5,5,"BARNESVILLE HOSPITAL ASSOCIATION, INC",5
SYSSHARP LLC,5,8,SYSSHARP LLC,5
HELLO INC.,7,7,HELLO INC.,5
MANHATTAN KIDS LLC,5,5,MANHATTAN KIDS LLC,5
ADVANCED SOFTWARE DESIGN INC.,5,5,ADVANCED SOFTWARE DESIGN INC.,5
PRELUDE SYSTEMS INC,5,5,PRELUDE SYSTEMS INC,5
CONFIANCE TECH SOLUTIONS,7,7,CONFIANCE TECH SOLUTIONS,5
"MERCY CLINIC JOPLIN, LLC",8,8,"MERCY CLINIC JOPLIN, LLC",5
AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,5,5,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,5
"PRINCETON BLUE, INC.",6,6,"PRINCETON BLUE, INC.",5
BARRICK GOLDSTRIKE MINES INC.,6,6,BARRICK GOLDSTRIKE MINES INC.,5
MAQ L.L.C,5,43,MAQ L.L.C,5
CONNEXIONS DATA INC.,5,5,CONNEXIONS DATA INC.,5
"SYSTEMGURU, INC.",6,6,"SYSTEMGURU, INC.",5
CONSERVATION INTERNATIONAL,7,7,CONSERVATION INTERNATIONAL,5
MARINER INVESTMENT GROUP LLC,8,8,MARINER INVESTMENT GROUP LLC,5
CONSTANT CONTACT,8,8,CONSTANT CONTACT,5
INSYS GROUP INC.,5,5,INSYS GROUP INC.,5
BASIS EDUCATIONAL GROUP,6,6,BASIS EDUCATIONAL GROUP,5
"PRODUCTIVE EDGE, LLC",5,5,"PRODUCTIVE EDGE, LLC",5
CONTEXT RELEVANT INC.,7,7,CONTEXT RELEVANT INC.,5
NEWPORT CORPORATION,7,7,NEWPORT CORPORATION,5
CONTEXTLOGIC INC.,8,8,CONTEXTLOGIC INC.,5
"PROFESSIONAL SERVICE INDUSTRIES, INC.",5,6,"PROFESSIONAL SERVICE INDUSTRIES, INC.",5
"ADVANCEDMD, INC.",5,5,"ADVANCEDMD, INC.",5
"MIZE, INC.",5,5,"MIZE, INC.",5
HELPERN ARCHITECTS PC,5,5,HELPERN ARCHITECTS PC,5
"IDRIVE, INC.",5,5,"IDRIVE, INC.",5
CONVERGE INFO SYSTEMS,8,18,CONVERGE INFO SYSTEMS,5
PROVIDENCE - PROVIDENCE PARK HOSPITAL,7,7,PROVIDENCE - PROVIDENCE PARK HOSPITAL,5
"CONVERSE, INC.",6,6,"CONVERSE, INC.",5
MAX2 INC.,5,5,MAX2 INC.,5
"CONVIVA, INC.",5,5,"CONVIVA, INC.",5
HUMBOLDT STATE UNIVERSITY,5,5,HUMBOLDT STATE UNIVERSITY,5
CONWAY HOSPITAL COMMUNITY SERVICES,5,5,CONWAY HOSPITAL COMMUNITY SERVICES,5
MRCC TECHFORZA CORP,5,5,MRCC TECHFORZA CORP,5
BAY AREA ENVIRONMENTAL RESEARCH INSTITUTE,7,7,BAY AREA ENVIRONMENTAL RESEARCH INSTITUTE,5
"MAZIK GLOBAL, INC.",5,5,"MAZIK GLOBAL, INC.",5
COOL GLOW LLC,5,5,COOL GLOW LLC,5
"MBH ARCHITECTS, INC.",7,7,"MBH ARCHITECTS, INC.",5
"COOPER CARRY, INC.",5,5,"COOPER CARRY, INC.",5
"PROSPECT CHARTERCARE PHYSICIANS, LLC",5,5,"PROSPECT CHARTERCARE PHYSICIANS, LLC",5
COOPERATIEVE RABOBANK U.A.,6,6,COOPERATIEVE RABOBANK U.A.,5
PROVIDENCE HEALTH & SERVICES - WA,5,5,PROVIDENCE HEALTH & SERVICES - WA,5
"HEMAST TECHNOLOGIES, INC",6,6,"HEMAST TECHNOLOGIES, INC",5
NATUREX INC.,7,7,NATUREX INC.,5
"COOPERVISION, INC.",5,5,"COOPERVISION, INC.",5
"PYRAMID TECHNOLOGY SOLUTIONS, INC.",6,6,"PYRAMID TECHNOLOGY SOLUTIONS, INC.",5
"BAYINFOTECH, LLC.",5,5,"BAYINFOTECH, LLC.",5
"MEAD JOHNSON & COMPANY, LLC",5,5,"MEAD JOHNSON & COMPANY, LLC",5
BAYSIS INC.,5,5,BAYSIS INC.,5
HUMANSCALE CORPORATION,5,5,HUMANSCALE CORPORATION,5
CORE-MARK INTERNATIONAL,5,5,CORE-MARK INTERNATIONAL,5
"MEDIA STORM, LLC",6,7,"MEDIA STORM, LLC",5
"14A INFO TECH, INC.",5,5,"14A INFO TECH, INC.",5
"PURCH GROUP, INC.",5,5,"PURCH GROUP, INC.",5
CORECOMPETE LLC,11,11,CORECOMPETE LLC,5
RITE SOFTWARE SOLUTIONS & SERVICES LLC,5,5,RITE SOFTWARE SOLUTIONS & SERVICES LLC,5
"BAYVIEW PHYSICIAN SERVICES, P.C.",5,33,"BAYVIEW PHYSICIAN SERVICES, P.C.",5
"NEW OASIS INTERNATIONAL EDUCATION, LLC",5,5,"NEW OASIS INTERNATIONAL EDUCATION, LLC",5
"COREOS, INC.",6,6,"COREOS, INC.",5
"QUALITY DESIGN SERVICES, INC.",5,5,"QUALITY DESIGN SERVICES, INC.",5
"A CARING DOCTOR (NEW JERSEY), P.C.",9,9,"A CARING DOCTOR (NEW JERSEY), P.C.",5
Q9 SOFTWARE LLC,5,5,Q9 SOFTWARE LLC,5
AMERICAN ONCOLOGIC HOSPITAL,6,6,AMERICAN ONCOLOGIC HOSPITAL,5
"INVEXER TECHNOLOGY, INC.",5,5,"INVEXER TECHNOLOGY, INC.",5
"CORP2CORP,INC",5,5,"CORP2CORP,INC",5
"MELLOWMINDS, INC.",5,5,"MELLOWMINDS, INC.",5
CORPORATE AMERICA BUSINESS SOLUTIONS INC,5,5,CORPORATE AMERICA BUSINESS SOLUTIONS INC,5
"MENUSIFU, INC.",5,5,"MENUSIFU, INC.",5
CORPORATE INFOSYSTEMS LLC,5,5,CORPORATE INFOSYSTEMS LLC,5
"JANALI, LLC",5,6,"JANALI, LLC",5
"CORPORATE SYSTEMS ASSOCIATES, INC.",5,5,"CORPORATE SYSTEMS ASSOCIATES, INC.",5
"MERCER INVESTMENT CONSULTING, INC.",5,5,"MERCER INVESTMENT CONSULTING, INC.",5
CORPORATION SERVICE COMPANY,5,5,CORPORATION SERVICE COMPANY,5
"INSUBUY, INC.",5,5,"INSUBUY, INC.",5
BDNA CORPORATION,6,6,BDNA CORPORATION,5
MERCY CATHOLIC MEDICAL CENTER,5,20,MERCY CATHOLIC MEDICAL CENTER,5
"ADVENT MEDICAL, PLLC",5,5,"ADVENT MEDICAL, PLLC",5
"IRUNWAY, INC.",6,11,"IRUNWAY, INC.",5
CORTLAND PARTNERS,5,5,CORTLAND PARTNERS,5
"NTRANGA IT SERVICES, INC.",5,5,"NTRANGA IT SERVICES, INC.",5
COSMIC INC,6,6,COSMIC INC,5
"JAMCO AMERICA, INC.",5,5,"JAMCO AMERICA, INC.",5
COSMOS IT SOLUTIONS,5,7,COSMOS IT SOLUTIONS,5
QUALITY SYSTEM,6,6,QUALITY SYSTEM,5
COSMOS ENGINEERING SERVICES LLC,5,5,COSMOS ENGINEERING SERVICES LLC,5
"ONUR ULGEN, INC.",6,6,"ONUR ULGEN, INC.",5
COTIVITI LLC,6,6,COTIVITI LLC,5
"NYC-HHC, LINCOLN MEDICAL CENTER",5,14,"NYC-HHC, LINCOLN MEDICAL CENTER",5
AMERICAN RETIREMENT CORPORATION,5,5,AMERICAN RETIREMENT CORPORATION,5
METAPROUSA LLC,5,5,METAPROUSA LLC,5
COURION CORPORATION,5,6,COURION CORPORATION,5
QUESQUARE SOLUTIONS INC,5,5,QUESQUARE SOLUTIONS INC,5
"BECKON, INC.",5,5,"BECKON, INC.",5
"IFWE, INC.",7,7,"IFWE, INC.",5
COVANCE CLINICAL RESEARCH UNIT INC.,5,5,COVANCE CLINICAL RESEARCH UNIT INC.,5
OM PARTNERS USA,6,10,OM PARTNERS USA,5
"BELKIN INTERNATIONAL, INC.",8,8,"BELKIN INTERNATIONAL, INC.",5
JAMES HARDIE BUILDING PRODUCTS INC.,8,12,JAMES HARDIE BUILDING PRODUCTS INC.,5
"CRAVATH, SWAINE & MOORE LLP",8,22,"CRAVATH, SWAINE & MOORE LLP",5
REALM IT SERVICES LLC,5,5,REALM IT SERVICES LLC,5
CRCM L.P.,5,5,CRCM L.P.,5
INCESSANT TECHNOLOGIES NA INC,5,5,INCESSANT TECHNOLOGIES NA INC,5
"BENCHMARK ELECTRONICS, INC.",5,5,"BENCHMARK ELECTRONICS, INC.",5
